Actual_Profit,Target_Profit,Actual_Revenue,Target_Revenue,Actual_Cost,Target_Cost,Stock Wastage,Total Stock,Area_Code,Trans_Date,MenuID
58,80,176,200,72,80,23,461,253,01/12/2018,2
20,50,250,290,105,120,95,716,509,01/12/2018,3
13,20,56,50,24,20,7,567,253,01/12/2018,4
23,30,145,140,65,60,24,403,509,01/12/2018,5
51,60,176,170,80,70,24,1079,253,01/12/2018,6
154,110,382,300,170,140,47,1091,720,01/01/2019,8
0,20,168,130,63,50,57,435,720,01/01/2019,9
51,40,157,120,60,50,19,336,970,01/01/2019,10
26,20,145,110,58,40,22,338,719,01/01/2019,11
56,40,157,120,64,50,19,965,719,01/01/2019,12
47,30,112,80,44,30,14,623,303,01/01/2019,13
84,70,150,150,54,60,15,456,720,01/01/2019,5
83,80,201,210,72,80,23,558,719,01/01/2019,6
146,100,245,220,89,90,24,777,719,01/01/2019,1
106,80,213,190,83,80,27,623,720,01/01/2019,2
157,110,262,240,95,100,26,821,719,01/01/2019,3
148,100,245,190,89,70,24,777,773,01/01/2019,8
106,60,213,160,83,70,27,623,773,01/01/2019,9
157,100,262,200,95,80,26,821,224,01/01/2019,10
83,50,150,110,54,40,15,456,217,01/01/2019,11
84,40,201,150,72,60,23,558,815,01/01/2019,12
316,260,611,640,234,270,77,1310,312,01/01/2019,5
218,180,510,530,228,260,63,1459,773,01/01/2019,6
173,130,386,360,144,150,47,862,815,01/01/2019,2
136,100,262,240,95,100,30,608,217,01/01/2019,3
315,200,611,480,234,200,77,1310,641,01/01/2019,8
134,90,262,200,95,80,30,608,641,01/01/2019,9
220,140,510,400,228,190,63,1459,319,01/01/2019,11
273,160,611,480,245,210,93,1419,641,01/01/2019,12
17,30,48,50,17,10,4,777,563,01/01/2019,5
16,30,48,50,17,10,4,777,515,01/01/2019,6
17,20,50,40,18,10,5,821,563,01/01/2019,1
8,20,69,60,28,20,8,965,641,01/01/2019,2
19,20,60,50,23,20,7,623,515,01/01/2019,3
-17,0,101,70,37,30,34,261,573,01/01/2019,8
-61,-20,111,80,88,70,27,525,314,01/01/2019,9
14,10,92,70,35,30,11,196,573,01/01/2019,11
-14,-10,73,50,29,20,11,169,660,01/01/2019,12
-6,0,85,60,34,20,12,197,816,01/01/2019,13
75,70,138,140,50,50,14,821,573,01/01/2019,5
70,60,128,130,46,50,12,777,573,01/01/2019,6
61,40,213,190,85,90,32,494,314,01/01/2019,2
73,50,190,170,78,80,24,965,314,01/01/2019,3
45,50,90,70,32,20,8,456,567,01/01/2019,8
45,50,90,70,32,20,8,821,614,01/01/2019,9
106,60,235,180,84,70,27,651,513,01/01/2019,11
104,60,224,170,84,70,26,500,567,01/01/2019,12
154,140,382,400,170,190,47,1091,234,01/01/2019,5
25,40,145,150,58,60,22,338,937,01/01/2019,6
53,50,157,140,60,60,19,336,330,01/01/2019,1
65,50,157,140,57,60,18,364,614,01/01/2019,2
0,20,168,150,63,60,57,435,513,01/01/2019,3
109,80,201,150,67,50,20,400,715,01/01/2019,8
44,50,91,70,33,20,9,777,608,01/01/2019,9
73,50,168,130,61,50,19,390,608,01/01/2019,11
11,10,201,150,75,60,68,522,262,01/01/2019,12
59,50,168,170,69,80,21,965,262,01/01/2019,5
53,50,123,120,48,50,15,623,715,01/01/2019,6
20,30,134,120,54,50,20,312,608,01/01/2019,1
14,20,213,190,79,80,72,551,715,01/01/2019,2
79,60,201,180,77,80,25,432,414,01/01/2019,3
62,40,213,140,85,60,32,494,860,01/01/2019,9
73,50,190,130,78,50,24,965,860,01/01/2019,10
73,60,138,130,50,50,14,821,959,01/01/2019,11
55,40,105,100,38,40,10,777,475,01/01/2019,13
11,20,201,170,75,70,68,522,203,01/01/2019,5
47,40,145,120,55,50,18,312,203,01/01/2019,6
179,130,347,290,124,110,40,961,959,01/01/2019,2
53,30,123,80,48,30,15,623,850,01/01/2019,8
20,20,134,90,54,40,20,312,904,01/01/2019,9
61,40,168,110,69,50,21,965,321,01/01/2019,10
44,40,90,80,32,30,8,821,239,01/01/2019,11
44,40,91,80,33,30,9,777,239,01/01/2019,13
14,30,213,180,79,70,72,551,239,01/01/2019,5
78,60,201,170,77,70,25,432,305,01/01/2019,6
106,70,235,190,84,80,27,651,813,01/01/2019,2
104,70,224,190,84,80,26,500,386,01/01/2019,3
26,30,145,100,58,40,22,338,781,01/01/2019,9
45,40,90,80,32,30,8,821,781,01/01/2019,11
45,40,90,80,32,30,8,456,978,01/01/2019,13
-36,-10,141,120,63,60,57,435,617,01/01/2019,5
156,110,382,330,170,160,47,1091,617,01/01/2019,7
572,360,553,460,72,60,23,558,413,01/01/2019,2
-6,0,85,50,34,20,12,197,603,01/01/2019,9
16,20,50,40,18,10,5,821,603,01/01/2019,11
17,20,48,40,17,10,4,777,603,01/01/2019,13
-16,0,101,80,37,30,34,261,603,01/01/2019,5
-12,0,73,60,29,20,11,169,603,01/01/2019,7
31,30,104,80,38,30,12,241,603,01/01/2019,1
39,40,134,110,48,40,15,372,603,01/01/2019,2
173,100,540,370,245,180,93,1419,516,01/01/2019,9
-176,-70,201,140,207,150,64,965,516,01/01/2019,10
157,120,262,250,95,100,26,821,607,01/01/2019,11
146,110,245,230,89,90,24,777,716,01/01/2019,12
84,70,150,140,54,50,15,456,212,01/01/2019,13
-268,-170,68,50,105,100,95,725,516,01/01/2019,5
273,200,548,480,228,210,63,1459,516,01/01/2019,7
408,260,759,640,271,260,94,2101,518,01/01/2019,2
55,40,125,100,49,40,16,623,318,01/01/2019,8
62,40,213,180,85,80,32,494,318,01/01/2019,9
47,50,95,100,34,40,9,777,337,01/01/2019,2
44,50,91,100,33,40,9,777,318,01/01/2019,3
12,10,201,150,75,60,68,522,504,01/01/2019,4
109,80,201,150,67,50,20,400,225,01/01/2019,5
75,50,168,120,61,50,19,390,337,01/01/2019,6
17,20,50,40,18,10,5,821,505,01/01/2019,8
6,20,69,60,28,20,8,965,505,01/01/2019,9
41,50,134,150,48,60,15,372,505,01/01/2019,2
-61,-30,111,120,88,110,27,525,505,01/01/2019,3
-12,0,73,50,29,20,11,169,505,01/01/2019,4
-16,-10,101,70,37,30,34,261,505,01/01/2019,5
14,10,92,70,35,30,11,196,505,01/01/2019,6
20,20,134,110,54,50,20,312,918,01/01/2019,8
16,30,213,180,79,70,72,551,405,01/01/2019,9
45,50,112,120,44,50,14,623,580,01/01/2019,2
44,50,90,100,32,40,8,821,918,01/01/2019,3
103,70,224,170,84,70,26,500,405,01/01/2019,4
44,40,90,60,32,20,8,456,580,01/01/2019,5
104,70,235,180,84,70,27,651,405,01/01/2019,6
51,50,157,130,60,50,19,336,281,01/01/2019,8
65,50,157,130,57,50,18,364,254,01/01/2019,9
248,220,506,560,207,260,64,965,682,01/01/2019,2
106,100,213,230,83,100,27,623,361,01/01/2019,3
83,50,201,150,72,60,23,558,806,01/01/2019,4
148,90,245,180,89,70,24,777,512,01/01/2019,5
84,60,150,110,54,40,15,456,409,01/01/2019,6
33,30,104,80,38,30,12,241,435,01/01/2019,8
39,30,134,100,48,40,15,372,435,01/01/2019,9
-62,-30,111,80,88,70,27,525,435,01/01/2019,10
-16,0,101,60,37,20,34,261,435,01/01/2019,11
14,10,92,50,35,20,11,196,801,01/01/2019,12
-14,10,73,40,29,10,11,169,435,01/01/2019,13
73,50,138,110,50,40,14,821,435,01/01/2019,6
73,80,190,210,78,90,24,965,801,01/01/2019,1
47,70,145,160,55,60,18,312,435,01/01/2019,2
61,70,213,230,85,100,32,494,801,01/01/2019,3
69,40,128,100,46,40,12,777,435,01/01/2019,4
53,40,125,100,49,40,16,623,435,01/01/2019,5
159,100,262,200,95,80,26,821,650,01/01/2019,8
249,160,506,390,207,170,64,965,530,01/01/2019,9
104,60,213,160,83,70,27,623,650,01/01/2019,10
146,80,245,140,89,50,24,777,562,01/01/2019,11
84,60,150,90,54,30,15,456,707,01/01/2019,12
84,50,201,120,72,40,23,558,650,01/01/2019,13
316,200,611,520,234,220,77,1310,951,01/01/2019,6
-3,30,162,180,95,110,30,608,209,01/01/2019,1
408,370,759,840,271,340,94,2101,949,01/01/2019,2
-182,-120,132,140,144,180,47,862,310,01/01/2019,3
218,150,510,430,228,210,63,1459,323,01/01/2019,4
26,20,280,240,105,100,95,725,530,01/01/2019,5
25,30,280,220,105,90,95,725,775,01/01/2019,8
173,120,386,300,144,120,47,862,775,01/01/2019,9
134,90,262,200,95,80,30,608,775,01/01/2019,10
316,150,611,370,234,150,77,1310,702,01/01/2019,11
220,100,510,310,228,150,63,1459,775,01/01/2019,12
-552,-240,19,0,245,160,93,1419,775,01/01/2019,13
17,20,48,40,17,10,4,777,702,01/01/2019,6
-5,10,85,90,34,40,12,197,775,01/01/2019,2
6,20,69,70,28,30,8,965,702,01/01/2019,3
17,20,48,40,17,10,4,777,702,01/01/2019,4
16,20,50,40,18,10,5,821,775,01/01/2019,5
51,40,101,70,36,30,10,777,503,01/01/2019,8
45,30,112,80,44,30,14,623,503,01/01/2019,9
44,30,90,50,32,20,8,456,541,01/01/2019,11
106,60,235,140,84,50,27,651,503,01/01/2019,12
104,50,224,130,84,50,26,500,541,01/01/2019,13
154,100,382,320,170,160,47,1091,971,01/01/2019,6
2,40,168,180,63,70,57,435,503,01/01/2019,1
44,60,179,200,67,80,22,400,503,01/01/2019,2
65,70,157,170,57,70,18,364,971,01/01/2019,3
25,20,145,120,58,50,22,338,503,01/01/2019,4
51,50,157,130,60,50,19,336,503,01/01/2019,5
179,120,347,270,124,100,40,961,509,01/01/2019,8
47,50,95,70,34,20,9,777,360,01/01/2019,9
109,50,201,120,67,40,20,400,253,01/01/2019,11
75,40,168,100,61,40,19,390,206,01/01/2019,12
12,20,201,120,75,40,68,522,425,01/01/2019,13
55,40,123,100,48,40,15,623,206,01/01/2019,4
20,20,134,110,54,50,20,312,206,01/01/2019,5
61,60,168,140,69,60,21,965,425,01/01/2019,6
59,70,145,160,53,60,16,338,206,01/01/2019,2
14,60,213,230,79,90,72,551,509,01/01/2019,3
147,100,362,290,170,140,47,1073,970,01/02/2019,8
-4,10,137,110,54,40,49,427,970,01/02/2019,9
49,40,149,120,60,50,19,329,719,01/02/2019,10
27,10,141,110,59,50,22,331,970,01/02/2019,11
50,30,145,110,62,50,19,958,970,01/02/2019,12
45,30,107,80,44,30,14,618,970,01/02/2019,13
119,110,201,220,77,80,21,449,303,01/02/2019,5
88,90,201,220,75,80,24,549,970,01/02/2019,6
156,120,259,250,99,100,27,766,720,01/02/2019,1
101,80,202,190,83,80,27,613,303,01/02/2019,2
147,110,247,240,95,100,26,809,303,01/02/2019,3
156,110,259,210,99,80,27,766,630,01/02/2019,8
101,60,202,160,83,70,27,613,773,01/02/2019,9
147,100,247,200,95,80,26,809,815,01/02/2019,10
117,80,201,160,77,60,21,449,708,01/02/2019,11
88,50,201,160,75,60,24,549,708,01/02/2019,12
298,260,581,640,234,270,77,1282,815,01/02/2019,5
211,180,487,530,228,260,63,1436,630,01/02/2019,6
171,140,377,370,148,150,48,844,312,01/02/2019,2
141,100,271,260,104,110,33,596,773,01/02/2019,3
298,190,581,470,234,200,77,1282,563,01/02/2019,8
141,110,271,220,104,80,33,596,712,01/02/2019,9
209,140,487,400,228,190,63,1436,641,01/02/2019,11
251,150,569,460,240,200,91,1391,641,01/02/2019,12
16,20,50,50,19,20,5,774,712,01/02/2019,5
47,40,46,50,0,0,0,774,319,01/02/2019,6
15,20,48,40,18,10,5,818,319,01/02/2019,1
9,20,67,60,28,20,8,961,641,01/02/2019,2
18,20,58,50,23,20,7,620,641,01/02/2019,3
-12,10,111,90,43,30,39,256,573,01/02/2019,8
-47,-20,109,80,84,70,26,625,573,01/02/2019,9
13,10,87,70,35,30,11,191,417,01/02/2019,11
-10,-10,72,50,30,20,11,165,573,01/02/2019,12
-6,0,79,60,33,20,12,193,573,01/02/2019,13
71,70,131,140,50,50,14,814,314,01/02/2019,5
56,60,110,120,42,40,11,771,636,01/02/2019,6
62,50,206,200,86,90,32,484,573,01/02/2019,2
68,60,176,170,75,70,23,956,636,01/02/2019,3
25,30,60,40,22,10,6,452,419,01/02/2019,8
42,50,85,70,32,20,8,817,513,01/02/2019,9
92,60,213,170,80,60,26,640,614,01/02/2019,11
105,70,220,180,86,70,26,490,740,01/02/2019,12
145,140,362,400,170,190,47,1073,513,01/02/2019,5
27,40,141,150,59,60,22,331,513,01/02/2019,6
49,50,149,140,60,60,19,329,330,01/02/2019,1
56,50,136,130,52,50,16,357,330,01/02/2019,2
-4,20,137,130,54,50,49,427,513,01/02/2019,3
98,80,185,150,65,50,20,372,715,01/02/2019,8
64,50,123,100,47,40,13,772,920,01/02/2019,9
61,50,146,120,56,40,17,382,715,01/02/2019,11
4,10,165,130,65,50,58,513,920,01/02/2019,12
62,60,164,180,70,80,21,957,262,01/02/2019,5
52,50,117,120,48,50,15,617,715,01/02/2019,6
18,30,126,120,53,50,20,306,715,01/02/2019,1
22,40,234,230,92,90,83,541,715,01/02/2019,2
74,60,192,180,77,80,25,423,262,01/02/2019,3
61,50,206,150,86,60,32,484,475,01/02/2019,9
68,50,176,120,75,50,23,956,203,01/02/2019,10
71,60,131,130,50,50,14,814,475,01/02/2019,11
31,40,70,70,27,20,7,772,959,01/02/2019,13
4,20,165,150,65,60,58,513,203,01/02/2019,5
43,40,139,120,55,50,18,305,959,01/02/2019,6
180,130,346,300,130,120,42,945,860,01/02/2019,2
50,30,117,80,48,30,15,617,754,01/02/2019,8
18,20,126,90,53,40,20,306,904,01/02/2019,9
62,50,164,120,70,50,21,957,352,01/02/2019,10
42,40,85,80,32,30,8,817,850,01/02/2019,11
65,60,123,120,47,40,13,772,850,01/02/2019,13
24,40,234,210,92,80,83,541,850,01/02/2019,5
76,60,192,170,77,70,25,423,352,01/02/2019,6
93,80,213,190,80,70,26,640,561,01/02/2019,2
105,70,220,190,86,80,26,490,352,01/02/2019,3
27,30,141,100,59,40,22,331,508,01/02/2019,9
42,40,85,80,32,30,8,817,508,01/02/2019,11
25,30,60,60,22,20,6,452,978,01/02/2019,13
-6,10,136,120,54,50,49,451,774,01/02/2019,5
147,110,362,330,170,160,47,1073,774,01/02/2019,7
505,330,501,440,75,70,24,235,857,01/02/2019,2
-6,0,79,50,33,20,12,193,603,01/02/2019,9
16,20,48,40,18,10,5,818,603,01/02/2019,11
47,30,46,40,0,0,0,774,603,01/02/2019,13
-10,10,111,100,43,40,39,256,603,01/02/2019,5
-9,0,72,60,30,20,11,165,603,01/02/2019,7
37,40,108,90,41,30,13,236,603,01/02/2019,1
34,30,121,100,45,40,14,366,603,01/02/2019,2
194,110,528,380,240,180,91,1454,518,01/02/2019,9
-178,-80,192,140,213,160,66,1214,845,01/02/2019,10
148,120,247,250,95,100,26,809,347,01/02/2019,11
156,130,259,260,99,100,27,766,631,01/02/2019,12
117,90,201,200,77,80,21,449,347,01/02/2019,13
-301,-190,65,50,121,110,110,901,585,01/02/2019,5
392,280,618,560,228,210,63,1402,917,01/02/2019,7
364,250,687,610,258,240,90,2067,718,01/02/2019,2
52,40,119,100,49,40,16,617,318,01/02/2019,8
62,40,206,180,86,80,32,484,985,01/02/2019,9
50,60,100,110,38,40,10,772,504,01/02/2019,2
65,70,123,140,47,50,13,772,504,01/02/2019,3
3,10,165,130,65,50,58,342,318,01/02/2019,4
96,70,185,140,65,50,20,372,225,01/02/2019,5
61,50,146,110,56,40,17,382,985,01/02/2019,6
15,20,48,40,18,10,5,818,505,01/02/2019,8
7,20,67,60,28,20,8,961,505,01/02/2019,9
36,50,121,140,45,50,14,366,505,01/02/2019,2
-46,-20,109,120,84,100,26,625,505,01/02/2019,3
-10,0,72,50,30,20,11,104,505,01/02/2019,4
-10,0,111,80,43,30,39,256,505,01/02/2019,5
12,10,87,70,35,30,11,191,505,01/02/2019,6
16,20,126,110,53,50,20,306,580,01/02/2019,8
22,40,234,210,92,80,83,541,405,01/02/2019,9
43,50,107,120,44,50,14,618,405,01/02/2019,2
43,50,85,100,32,40,8,817,580,01/02/2019,3
104,70,220,170,86,70,26,300,580,01/02/2019,4
25,30,60,40,22,10,6,452,580,01/02/2019,5
93,70,213,170,80,60,26,640,405,01/02/2019,6
49,50,149,130,60,50,19,329,915,01/02/2019,8
56,50,136,120,52,40,16,357,325,01/02/2019,9
243,240,496,580,213,260,66,942,430,01/02/2019,2
101,100,202,230,83,100,27,613,430,01/02/2019,3
86,60,201,160,75,60,24,378,956,01/02/2019,4
157,100,259,200,99,80,27,766,409,01/02/2019,5
119,90,201,160,77,60,21,449,214,01/02/2019,6
36,30,108,80,41,30,13,236,435,01/02/2019,8
36,40,121,100,45,30,14,366,435,01/02/2019,9
-46,-30,109,80,84,70,26,625,435,01/02/2019,10
-10,10,111,70,43,20,39,256,801,01/02/2019,11
13,10,87,50,35,20,11,191,801,01/02/2019,12
-9,10,72,40,30,10,11,165,435,01/02/2019,13
71,50,131,110,50,40,14,814,435,01/02/2019,6
68,70,176,200,75,90,23,956,801,01/02/2019,1
45,70,139,160,55,60,18,305,435,01/02/2019,2
61,80,206,240,86,100,32,484,435,01/02/2019,3
56,30,110,90,42,40,11,771,435,01/02/2019,4
52,40,119,100,49,40,16,617,435,01/02/2019,5
148,100,247,200,95,80,26,809,209,01/02/2019,8
243,160,496,400,213,180,66,942,559,01/02/2019,9
101,60,202,160,83,70,27,613,408,01/02/2019,10
157,90,259,160,99,60,27,766,805,01/02/2019,11
119,60,201,120,77,50,21,449,707,01/02/2019,12
86,50,201,120,75,40,24,549,530,01/02/2019,13
300,200,581,520,234,220,77,1282,707,01/02/2019,6
-40,-20,141,160,104,130,33,685,626,01/02/2019,1
364,360,687,800,258,320,90,2067,213,01/02/2019,2
-174,-110,130,150,148,180,48,1071,925,01/02/2019,3
211,150,487,430,228,210,63,1436,619,01/02/2019,4
39,30,309,270,121,110,110,712,916,01/02/2019,5
39,40,309,250,121,100,110,712,702,01/02/2019,8
171,120,377,310,148,120,48,844,775,01/02/2019,9
140,110,271,220,104,80,33,596,775,01/02/2019,10
300,150,581,370,234,150,77,1282,702,01/02/2019,11
211,100,487,310,228,150,63,1436,775,01/02/2019,12
-508,-220,25,0,240,150,91,1937,775,01/02/2019,13
16,20,50,40,19,10,5,774,702,01/02/2019,6
-7,10,79,90,33,40,12,193,702,01/02/2019,2
9,20,67,70,28,30,8,961,775,01/02/2019,3
46,30,46,40,0,0,0,774,775,01/02/2019,4
15,20,48,40,18,10,5,818,775,01/02/2019,5
42,50,86,70,33,20,9,772,503,01/02/2019,8
45,30,107,80,44,30,14,618,503,01/02/2019,9
25,20,60,30,22,10,6,452,503,01/02/2019,11
92,50,213,130,80,50,26,640,503,01/02/2019,12
105,60,220,140,86,50,26,490,971,01/02/2019,13
147,100,362,320,170,160,47,1073,503,01/02/2019,6
-6,40,137,160,54,60,49,427,541,01/02/2019,1
37,50,165,190,65,80,21,392,503,01/02/2019,2
56,70,136,160,52,60,16,357,971,01/02/2019,3
27,20,141,120,59,50,22,331,541,01/02/2019,4
49,50,149,130,60,50,19,329,541,01/02/2019,5
180,120,346,280,130,110,42,945,206,01/02/2019,8
50,50,100,80,38,30,10,772,509,01/02/2019,9
98,40,185,110,65,40,20,372,206,01/02/2019,11
61,40,146,90,56,30,17,382,425,01/02/2019,12
4,10,165,100,65,40,58,513,425,01/02/2019,13
52,40,117,100,48,40,15,617,253,01/02/2019,4
18,20,126,110,53,50,20,306,206,01/02/2019,5
61,60,164,140,70,60,21,957,425,01/02/2019,6
65,70,151,170,58,70,18,331,360,01/02/2019,2
22,60,234,270,92,110,83,541,253,01/02/2019,3
140,100,346,280,162,130,45,1059,970,01/03/2019,8
-6,20,133,110,52,40,47,421,303,01/03/2019,9
46,40,143,110,57,40,18,323,970,01/03/2019,10
24,20,137,110,58,40,22,325,970,01/03/2019,11
47,30,144,110,62,50,19,952,970,01/03/2019,12
43,30,104,80,43,30,14,613,719,01/03/2019,13
125,110,211,230,81,90,22,441,720,01/03/2019,5
80,80,192,210,72,80,23,541,970,01/03/2019,6
134,100,227,220,87,90,24,756,303,01/03/2019,1
102,90,206,200,84,80,27,603,970,01/03/2019,2
150,110,249,240,95,100,26,799,303,01/03/2019,3
135,90,227,180,87,70,24,756,312,01/03/2019,8
104,60,206,160,84,70,27,603,630,01/03/2019,9
151,100,249,200,95,80,26,799,309,01/03/2019,10
125,80,211,170,81,60,22,441,708,01/03/2019,11
79,40,192,150,72,60,23,541,815,01/03/2019,12
313,260,604,660,243,280,80,1260,217,01/03/2019,5
220,200,509,560,239,270,66,1417,630,01/03/2019,6
177,140,391,380,154,160,50,829,773,01/03/2019,2
151,120,285,280,109,110,34,585,815,01/03/2019,3
315,210,604,490,243,200,80,1260,563,01/03/2019,8
151,110,285,230,109,90,34,585,641,01/03/2019,9
220,140,509,420,239,200,66,1417,712,01/03/2019,11
260,160,582,480,245,210,93,1369,563,01/03/2019,12
13,20,44,40,16,10,4,772,515,01/03/2019,5
47,40,46,50,0,0,0,731,712,01/03/2019,6
15,20,48,40,18,10,5,816,712,01/03/2019,1
9,20,67,60,28,20,8,958,515,01/03/2019,2
18,20,58,50,23,20,7,617,319,01/03/2019,3
-9,10,114,90,44,30,40,251,417,01/03/2019,8
-47,-10,113,90,88,70,27,715,816,01/03/2019,9
16,10,91,70,36,30,11,187,314,01/03/2019,11
-4,0,80,60,33,20,12,162,660,01/03/2019,12
-6,0,80,60,33,20,12,190,636,01/03/2019,13
70,70,129,140,49,50,13,809,573,01/03/2019,5
67,60,126,130,48,50,13,766,573,01/03/2019,6
58,40,201,190,85,90,32,476,314,01/03/2019,2
67,60,174,170,74,70,22,949,314,01/03/2019,3
22,30,56,40,21,10,5,449,234,01/03/2019,8
42,40,84,60,32,20,8,813,513,01/03/2019,9
101,60,224,180,84,70,27,632,513,01/03/2019,11
110,70,228,180,89,70,27,481,419,01/03/2019,12
140,130,346,380,162,180,45,1059,614,01/03/2019,5
22,40,137,150,58,60,22,325,330,01/03/2019,6
47,50,143,140,57,60,18,323,614,01/03/2019,1
52,40,129,120,49,50,15,351,330,01/03/2019,2
-6,20,133,130,52,50,47,421,440,01/03/2019,3
93,70,178,140,62,50,19,346,920,01/03/2019,8
70,50,129,100,49,40,13,767,715,01/03/2019,9
56,40,137,110,52,40,16,376,608,01/03/2019,11
1,10,160,130,63,50,57,506,262,01/03/2019,12
61,60,165,180,71,80,22,950,414,01/03/2019,5
50,60,119,130,49,50,16,611,262,01/03/2019,6
19,30,128,120,54,50,20,301,262,01/03/2019,1
25,30,242,230,95,100,86,532,715,01/03/2019,2
82,70,200,190,80,80,26,415,715,01/03/2019,3
58,40,201,140,85,60,32,476,959,01/03/2019,9
68,50,174,120,74,50,22,949,475,01/03/2019,10
70,60,129,130,49,50,13,809,860,01/03/2019,11
27,30,66,60,25,20,7,769,475,01/03/2019,13
0,10,160,140,63,60,57,506,203,01/03/2019,5
39,40,132,120,53,50,17,299,203,01/03/2019,6
169,130,329,290,123,110,40,932,860,01/03/2019,2
52,30,119,80,49,30,16,611,352,01/03/2019,8
18,20,128,90,54,40,20,301,727,01/03/2019,9
59,50,165,120,71,50,22,950,813,01/03/2019,10
40,40,86,80,33,30,9,813,863,01/03/2019,11
70,60,129,130,49,50,13,767,904,01/03/2019,13
110,80,228,200,89,80,27,481,863,01/03/2019,3
25,30,242,220,95,90,86,532,321,01/03/2019,5
80,70,200,180,80,70,26,415,813,01/03/2019,6
99,70,224,190,84,80,27,632,904,01/03/2019,2
24,30,137,100,58,40,22,325,781,01/03/2019,9
42,40,84,80,32,30,8,813,413,01/03/2019,11
22,20,56,50,21,20,5,449,781,01/03/2019,13
-6,20,133,120,52,40,47,446,774,01/03/2019,5
140,100,346,310,162,150,45,1059,774,01/03/2019,7
543,360,524,460,72,60,23,-54,774,01/03/2019,2
-4,0,80,50,33,20,12,190,603,01/03/2019,9
16,20,48,40,18,10,5,816,603,01/03/2019,11
47,30,46,40,0,0,0,731,603,01/03/2019,13
-10,10,114,100,44,40,40,251,603,01/03/2019,5
-6,0,80,70,33,30,12,162,603,01/03/2019,7
43,40,114,100,43,40,13,231,603,01/03/2019,1
39,40,127,110,47,40,15,361,603,01/03/2019,2
209,130,547,400,245,180,93,1471,718,01/03/2019,9
-177,-80,194,140,214,160,66,1480,347,01/03/2019,10
151,120,249,250,95,100,26,799,347,01/03/2019,11
135,110,227,230,87,90,24,756,585,01/03/2019,12
123,100,211,210,81,80,22,441,646,01/03/2019,13
-309,-190,67,60,125,120,113,1118,845,01/03/2019,5
288,210,557,510,239,220,66,1260,347,01/03/2019,7
384,270,719,640,270,250,94,2041,718,01/03/2019,2
50,40,117,100,48,40,15,611,318,01/03/2019,8
58,40,201,180,85,80,32,476,504,01/03/2019,9
43,50,87,100,33,40,9,768,337,01/03/2019,2
70,70,129,150,49,60,13,767,985,01/03/2019,3
1,0,160,120,63,50,57,187,225,01/03/2019,4
93,70,178,140,62,50,19,346,504,01/03/2019,5
56,50,137,110,52,40,16,376,985,01/03/2019,6
15,20,48,40,18,10,5,816,505,01/03/2019,8
7,20,67,60,28,20,8,958,505,01/03/2019,9
39,50,127,140,47,50,15,361,505,01/03/2019,2
-49,-20,113,130,88,110,27,715,505,01/03/2019,3
-4,10,80,60,33,20,12,36,505,01/03/2019,4
-10,10,114,90,44,30,40,251,505,01/03/2019,5
16,10,91,70,36,30,11,187,505,01/03/2019,6
19,20,128,110,54,50,20,301,918,01/03/2019,8
25,30,242,220,95,90,86,532,918,01/03/2019,9
43,50,104,120,43,50,14,613,405,01/03/2019,2
40,40,84,90,32,40,8,813,405,01/03/2019,3
110,80,228,180,89,70,27,94,405,01/03/2019,4
22,30,56,40,21,10,5,449,580,01/03/2019,5
101,70,224,180,84,70,27,632,580,01/03/2019,6
46,50,143,130,57,50,18,323,940,01/03/2019,8
52,40,129,110,49,40,15,351,915,01/03/2019,9
246,240,498,580,214,260,66,923,830,01/03/2019,2
104,110,206,240,84,100,27,603,915,01/03/2019,3
80,50,192,150,72,60,23,189,979,01/03/2019,4
135,90,227,180,87,70,24,756,409,01/03/2019,5
125,90,211,170,81,60,22,441,361,01/03/2019,6
42,40,114,90,43,30,13,231,435,01/03/2019,8
39,30,127,100,47,40,15,361,435,01/03/2019,9
-47,-20,113,90,88,70,27,715,801,01/03/2019,10
-10,10,114,70,44,20,40,251,435,01/03/2019,11
15,10,91,50,36,20,11,187,801,01/03/2019,12
-6,10,80,50,33,20,12,162,435,01/03/2019,13
50,40,117,100,48,40,15,611,801,01/03/2019,5
70,50,129,110,49,40,13,809,435,01/03/2019,6
67,70,174,200,74,90,22,949,435,01/03/2019,1
39,60,132,150,53,60,17,299,801,01/03/2019,2
56,70,201,230,85,100,32,476,435,01/03/2019,3
67,50,126,110,48,40,13,766,801,01/03/2019,4
150,100,249,200,95,80,26,799,408,01/03/2019,8
245,170,498,410,214,180,66,923,323,01/03/2019,9
102,60,206,160,84,70,27,603,760,01/03/2019,10
135,80,227,140,87,50,24,756,510,01/03/2019,11
125,70,211,130,81,50,22,441,916,01/03/2019,12
80,50,192,120,72,40,23,541,818,01/03/2019,13
40,30,318,280,125,120,113,700,323,01/03/2019,5
313,210,604,540,243,230,80,1260,323,01/03/2019,6
-61,-30,133,150,109,130,34,796,916,01/03/2019,1
384,370,719,840,270,340,94,2041,858,01/03/2019,2
-180,-120,135,150,154,190,50,1288,408,01/03/2019,3
221,150,509,450,239,220,66,1417,310,01/03/2019,4
40,50,318,260,125,100,113,700,775,01/03/2019,8
177,120,391,320,154,130,50,829,702,01/03/2019,9
151,110,285,230,109,90,34,585,775,01/03/2019,10
315,150,604,380,243,160,80,1260,702,01/03/2019,11
220,110,509,320,239,150,66,1417,775,01/03/2019,12
-505,-240,34,0,245,160,93,2449,775,01/03/2019,13
